Callsign, AircraftType, Departure, Destination, SpawnTime, DespawnTime,Flight Time, Info, TA, RA, !BOOM!,,,,,,,,,
UAE620,B772,KMCO,RJBB,12416.04,23099.82,178.1,0,0,0,0,,,,,,,,,
LOT941,B788,CYZF,DNKN,10865.52,23120.28,204.2,0,0,0,0,,,,,,,,,
VIR16,B748,KMKE,OYSN,12240.36,23145.3,181.7,0,0,0,0,,,,,,,,,
LOT494,A333,MMPR,UKLL,11670.84,23151.9,191.4,0,0,0,0,,,,,,,,,
EIN493,A359,KBTV,EGGD,12069.18,23198.7,185.5,0,0,0,0,,,,,,,,,
UAE113,B77W,KLAX,LIRF,12316.26,23232.54,181.9,0,0,0,0,,,,,,,,,
UAE523,A333,CYYJ,EGMC,12443.04,23238.24,179.9,0,0,0,0,,,,,,,,,
UAE158,B763,KPDX,EHAM,11692.14,23318.58,193.8,0,0,0,0,,,,,,,,,
UAE279,A333,KJAX,EGAA,12190.56,23329.56,185.7,0,0,0,0,,,,,,,,,
VIR51,B748,KMIA,UHWW,12966.78,23342.7,172.9,0,0,0,0,,,,,,,,,
SWR217,A359,KBNA,ORER,12022.38,23369.76,189.1,0,0,0,0,,,,,,,,,
TAP527,A346,KBIS,EGCC,12921.12,23369.76,174.1,0,0,0,0,,,,,,,,,
KLM912,B763,KGEG,OYSN,11319.48,23408.88,201.5,0,0,0,0,,,,,,,,,
EIN440,B772,KBDL,ZSPD,12389.94,23415.48,183.8,0,0,0,0,,,,,,,,,
UAL847,A333,MMPR,LFLL,12169.92,23427.84,187.6,0,0,0,0,,,,,,,,,
BAW341,A388,KGRR,VOBL,12773.34,23468.7,178.3,0,0,0,0,,,,,,,,,
TAP609,B764,KPHX,OISS,10976.76,23496.72,208.7,0,0,0,0,,,,,,,,,
TSC723,B772,MMUN,VCBI,11949.48,23535.06,193.1,0,0,0,0,,,,,,,,,
DAL17,A359,KPWM,EDDM,13075.98,23541.54,174.4,0,0,0,0,,,,,,,,,
VIR735,B78X,CYYR,LZIB,13043.52,23555.52,175.2,0,0,0,0,,,,,,,,,
VIR340,B788,CYYG,LDZA,11741.52,23574,197.2,0,0,0,0,,,,,,,,,
THY707,A359,KMKE,DIAP,11857.02,23606.04,195.8,0,0,0,0,,,,,,,,,
UAL898,A388,KMCO,EHAM,13333.2,23613.36,171.3,0,0,0,0,,,,,,,,,
UAE333,B788,KDSM,OBBI,11365.32,23613.36,204.1,0,0,0,0,,,,,,,,,
TAP223,B763,CYXY,EIDW,12142.14,23647.02,191.7,0,0,0,0,,,,,,,,,
EIN844,A333,KBGR,EDDH,13101.36,23660.16,176,0,0,0,0,,,,,,,,,
THY912,B763,MMCS,LWSK,11811.3,23667.72,197.6,0,0,0,0,,,,,,,,,
AFR540,B77W,KTPA,EGLL,13473.3,23712.48,170.7,0,0,0,0,,,,,,,,,
