Callsign, AircraftType, Departure, Destination, SpawnTime, DespawnTime,Flight Time, Info, TA, RA, !BOOM!,,,,,,,,,
SAS244,B772,KDLH,EGTE,10833.3,21971.82,185.6,0,0,0,0,,,,,,,,,
AFR658,B748,KSAN,HSSS,10732.38,22025.04,188.2,0,0,0,0,,,,,,,,,
BAW732,B764,CYFB,VEBS,10174.32,22031.88,197.6,0,0,0,0,,,,,,,,,
LOT394,B744,KALB,EPWA,11988.12,22044.72,167.6,0,0,0,0,,,,,,,,,
TSC977,B772,MMPR,EFTU,11647.62,22098.96,174.2,0,0,0,0,,,,,,,,,
THY152,B764,KBGR,EGMC,10632.6,22138.2,191.8,0,0,0,0,,,,,,,,,
EIN264,B789,MMTJ,ZGGG,11362.2,22164.42,180,1,0,0,0,,,,,,,,,
BAW79,A359,CYQX,UTSS,10858.62,22204.44,189.1,0,0,0,0,,,,,,,,,
BAW268,B77W,CYFC,EGMC,11748.42,22210.14,174.4,0,0,0,0,,,,,,,,,
IBE220,B788,KOKC,EETN,11542.08,22216.74,177.9,0,0,0,0,,,,,,,,,
UAE273,A333,KMKE,DAOR,10507.14,22216.74,195.2,0,0,0,0,,,,,,,,,
VIR14,B77L,KMCI,EGSS,11311.68,22224.24,181.9,0,0,0,0,,,,,,,,,
SWR654,B772,KBOI,UWKD,11570.88,22250.46,178,0,0,0,0,,,,,,,,,
SWR911,B788,KLAS,EGKK,11018.82,22276.68,187.6,0,0,0,0,,,,,,,,,
AFR184,A359,CYFC,ESMS,12065.4,22303.8,170.6,0,0,0,0,,,,,,,,,
UAE804,B763,KTPA,OPLA,10228.56,22318.02,201.5,0,0,0,0,,,,,,,,,
SWR368,A332,KPHL,LOWW,10097.52,22349.82,204.2,0,0,0,0,,,,,,,,,
UAL959,A333,KGRR,LSZH,11110.38,22369.38,187.7,0,0,0,0,,,,,,,,,
LOT716,B77W,MMCS,LHBP,10655.04,22402.08,195.8,0,0,0,0,,,,,,,,,
EIN247,B772,KBOI,FACT,10455.72,22449.66,199.9,0,0,0,0,,,,,,,,,
UAE220,B78X,KRNO,VGHS,11085.48,22481.4,189.9,0,0,0,0,,,,,,,,,
BAW222,B788,KDEN,RJBB,11620.56,22534.38,181.9,0,0,0,0,,,,,,,,,
TAP492,B763,CYHM,LCLK,10023.78,22539,208.6,0,0,0,0,,,,,,,,,
SAS347,B764,KMSP,LFPG,10682.88,22539,197.6,0,0,0,0,,,,,,,,,
BAW613,B772,KSTL,LSGG,11184.6,22546.62,189.4,0,0,0,0,,,,,,,,,
ETD21,A388,CYSJ,ZGSZ,12733.98,22593.24,164.3,0,0,0,0,,,,,,,,,
UAL573,B789,CYYR,UAAA,11470.68,22599.78,185.5,0,0,0,0,,,,,,,,,
AAL679,A333,KSEA,EIDW,11516.46,22657.5,185.7,0,0,0,0,,,,,,,,,
TSC991,B789,CYHZ,EPKK,12202.98,22670.58,174.5,0,0,0,0,,,,,,,,,
AAL518,B748,KOAK,UNNT,12854.16,22691.28,164,0,0,0,0,,,,,,,,,
DAL821,A333,KBOI,VIDP,10983.3,22691.28,195.1,0,0,0,0,,,,,,,,,
AAL818,B789,CYHZ,EINN,11906.58,22711.02,180.1,2,0,0,0,,,,,,,,,
LOT158,A359,MMZP,LKPR,11805.54,22717.68,181.9,3,0,0,0,,,,,,,,,
TSC525,B744,CYOW,LSZH,11827.08,22731.48,181.7,0,0,0,0,,,,,,,,,
EIN561,B78X,KLIT,USSS,12449.82,22731.48,171.4,0,0,0,0,,,,,,,,,
IBE256,B78X,KLAX,RJTT,12234.78,22743.78,175.2,0,0,0,0,,,,,,,,,
TAP548,B789,CYQT,OEAB,11491.08,22836.42,189.1,0,0,0,0,,,,,,,,,
TSC596,B772,CYSJ,LKPR,11728.92,22870.08,185.7,0,0,0,0,,,,,,,,,
TSC727,A359,KJFK,LOWW,11134.86,22888.74,195.9,0,0,0,0,,,,,,,,,
SAS600,A339,KBIL,LSGG,11438.88,22921.56,191.4,0,0,0,0,,,,,,,,,
DAL275,B752,KSJC,URSS,12100.86,23014.2,181.9,0,0,0,0,,,,,,,,,
DLH605,B788,CYOW,EGAA,12343.26,23014.2,177.8,0,0,0,0,,,,,,,,,
DAL176,A388,KMCI,VOMM,11960.1,23033.76,184.6,0,0,0,0,,,,,,,,,
KLM481,B763,KICT,OTBD,10532.46,23047.08,208.6,0,0,0,0,,,,,,,,,
ETD762,A388,KFLL,EGTE,12561,23053.68,174.9,0,0,0,0,,,,,,,,,
UAE287,B763,KGEG,EDDM,11261.1,23118,197.6,0,0,0,0,,,,,,,,,
ETD322,A332,CYFC,GMMN,10882.14,23131.14,204.2,0,0,0,0,,,,,,,,,
DAL956,A332,KSAN,LJLJ,11774.7,23149.86,189.6,0,0,0,0,,,,,,,,,
TSC204,A333,CYXE,ULLI,12012.48,23151.84,185.7,0,0,0,0,,,,,,,,,
SAS393,A359,CYTZ,RJAA,12706.86,23170.68,174.4,0,0,0,0,,,,,,,,,
DLH925,A359,KSEA,EDDB,12944.82,23183.52,170.6,0,0,0,0,,,,,,,,,
TAP634,B772,KFNT,EDDM,11856.06,23221.74,189.4,0,0,0,0,,,,,,,,,
KLM932,A359,KMCI,LKPR,12312.48,23221.74,181.8,0,0,0,0,,,,,,,,,
ETD436,B748,KFNT,VOCI,12367.62,23268.42,181.7,0,0,0,0,,,,,,,,,
UAE815,A359,CYZF,EDDL,12481.56,23280.54,180,0,0,0,0,,,,,,,,,
DLH565,B77L,CYQM,VOHS,12176.82,23306.88,185.5,0,0,0,0,,,,,,,,,
UAL753,A35K,KCLT,EDDP,11595.18,23347.08,195.9,0,0,0,0,,,,,,,,,
KLM359,B77W,KMCI,OEAB,12119.7,23467.26,189.1,0,0,0,0,,,,,,,,,
THY593,B763,KGEG,OIKB,11390.1,23482.14,201.5,0,0,0,0,,,,,,,,,
SWR323,B788,KBIL,EGKK,12821.16,23492.34,177.9,0,0,0,0,,,,,,,,,
UAL707,B772,CYHZ,LZIB,11938.5,23526.48,193.1,0,0,0,0,,,,,,,,,
UAE370,A333,CYFB,DAAG,11414.34,23539.26,202.1,0,0,0,0,,,,,,,,,
TSC699,B772,KIAD,EGFF,12504.9,23645.7,185.7,0,0,0,0,,,,,,,,,
KLM667,A332,KRNO,UTSS,12286.2,23665.38,189.7,0,0,0,0,,,,,,,,,
BAW266,B772,KBUF,OMSJ,11672.82,23670.06,200,0,0,0,0,,,,,,,,,
TSC775,A333,CYQX,EDDB,12534.78,23678.34,185.7,0,0,0,0,,,,,,,,,
AAL553,A35K,KMIA,ZGSZ,13444.08,23684.22,170.7,0,0,0,0,,,,,,,,,
SAS92,A332,KOMA,RKSI,12791.04,23703.72,181.9,0,0,0,0,,,,,,,,,
DAL63,A359,KSYR,VEBS,12629.22,23763.42,185.6,0,0,0,0,,,,,,,,,
SWR901,B763,KBOI,VOHS,11287.26,23802.66,208.6,0,0,0,0,,,,,,,,,
BAW290,B744,MMMX,UTAA,13132.2,23828.22,178.3,0,0,0,0,,,,,,,,,
AFR564,B789,CYQB,EGSS,13031.76,23828.22,179.9,0,0,0,0,,,,,,,,,
UAE939,B772,KBWI,RJBB,13185.3,23868.12,178,0,0,0,0,,,,,,,,,
UAE555,B763,KFLL,UTSS,12039.48,23894.46,197.6,0,0,0,0,,,,,,,,,
KLM437,A359,KJFK,OMSJ,12148.68,23901.84,195.9,0,0,0,0,,,,,,,,,
