Callsign, AircraftType, Departure, Destination, SpawnTime, DespawnTime,Flight Times, Info, TA, RA, !BOOM!,,,,,,,,,
DLH562,B78X,UUDD,MYNN,129490.5,140318.88,180.5,0,0,0,0,,,,,,,,,
DLH439,B789,EHAM,KBDL,138143.88,140324.46,36.3,0,0,0,0,,,,,,,,,
VIR341,B77W,EHAM,KLGA,138956.58,140336.88,23,34,1,0,0,,,,,,,,,
THY836,A359,LIRF,KJAX,138061.68,140364.6,38.4,0,0,1,0,,,,,,,,,
TAP377,A339,EBBR,MMGL,137906.94,140469,42.7,0,0,0,0,,,,,,,,,
TSC55,B789,ZBAA,MKJP,132832.14,140482.08,127.5,8,1,0,0,,,,,,,,,
SWR560,A333,LIPZ,KJFK,137940.36,140482.08,42.4,0,0,1,0,,,,,,,,,
THY691,B789,LFPG,KBNA,129408.42,140514.54,185.1,0,0,0,0,,,,,,,,,
THY222,B77L,EDDH,TTPP,131577.36,140516.34,149,41,1,0,0,,,,,,,,,
DLH449,B772,VECC,KJAX,129427.14,140580.3,185.9,0,0,0,0,,,,,,,,,
SAS463,A35K,OMDB,KROC,130107.72,140599.86,174.9,47,0,0,0,,,,,,,,,
LOT807,A339,WMKK,MDPC,129757.5,140653.02,181.6,1,0,0,0,,,,,,,,,
BAW448,B77W,OTHH,KFLL,138403.26,140769.6,39.4,0,0,0,0,,,,,,,,,
LOT756,A359,LIMC,KJAX,138361.56,140769.6,40.1,0,0,0,0,,,,,,,,,
THY227,B788,VTBS,MKJP,128892.66,140821.74,198.8,0,0,0,0,,,,,,,,,
VIR209,B772,RKSS,KDCA,130047.24,140840.34,179.9,0,0,0,0,,,,,,,,,
IBE232,B788,RJBB,KMIA,130856.76,140873.64,166.9,5,1,0,0,,,,,,,,,
IBE206,B789,LSZH,KBWI,130397.76,140873.7,174.6,0,0,0,0,,,,,,,,,
IBE827,B744,LFPG,KBUF,130128.42,140886.84,179.3,0,0,0,0,,,,,,,,,
DAL479,B788,EGBB,MKJP,131108.52,140900.76,163.2,9,1,0,0,,,,,,,,,
VIR538,A339,VIDP,KALB,138761.4,140938.92,36.3,0,0,0,0,,,,,,,,,
AFR411,B77L,EDDH,KIAD,139045.02,140952,31.8,81,1,0,0,,,,,,,,,
VIR441,B77W,OMDB,MMUN,138899.04,140977.26,34.6,0,0,0,0,,,,,,,,,
IBE271,B772,RJBB,MYNN,130066.74,140978.16,181.9,2,0,0,0,,,,,,,,,
AAL945,B77W,VHHH,MYNN,140710.08,140983.8,4.6,0,1,0,0,,,,,,,,,
THY170,B77L,LSGG,CYQX,138861,140983.8,35.4,0,0,0,0,,,,,,,,,
AFR154,B77W,VECC,KJFK,140762.16,141005.28,4.1,0,1,0,0,,,,,,,,,
VIR968,B788,EBBR,KLGA,130253.04,141010.92,179.3,0,0,0,0,,,,,,,,,
UAE589,B789,RKSS,CYQX,129798.66,141017.28,187,0,0,0,0,,,,,,,,,
LOT621,A332,VABB,MKJS,133995.54,141030.36,117.2,0,1,0,0,,,,,,,,,
THY623,A35K,LIRF,KATL,136528.56,141030.36,75,0,0,1,0,,,,,,,,,
EIN912,A333,LTFM,KALB,134426.76,141030.36,110.1,6,1,0,0,,,,,,,,,
AFR294,B78X,LFPG,KJFK,130315.56,141068.88,179.2,9,0,0,0,,,,,,,,,
BAW763,B789,EGKK,MMCL,134504.34,141069.6,109.4,0,0,0,0,,,,,,,,,
AAL884,B77W,EDDM,KBUF,134661.36,141069.6,106.8,12,0,0,0,,,,,,,,,
DLH17,A359,RJAA,MKJS,136934.22,141082.62,69.1,0,0,1,0,,,,,,,,,
KLM720,B772,OMDB,MMUN,130502.28,141108.66,176.8,0,0,0,0,,,,,,,,,
SAS816,A346,WIII,KDCA,129594.12,141142.02,192.5,0,0,0,0,,,,,,,,,
IBE513,B77W,VOMM,MMAS,134530.56,141155.28,110.4,30,1,0,0,,,,,,,,,
DAL101,B788,VTBS,KIAD,130150.62,141168.18,183.6,0,0,0,0,,,,,,,,,
AAL43,A333,EGSS,KROC,130584.72,141207.24,177,0,0,0,0,,,,,,,,,
SWR657,B78X,LFLL,KBDL,130377.48,141240.84,181.1,1,0,0,0,,,,,,,,,
UAE44,A333,VTBS,MDSD,130336.02,141346.98,183.5,0,0,0,0,,,,,,,,,
UAL663,A35K,EDDL,KCHS,134853.9,141360,108.4,0,0,0,0,,,,,,,,,
IBE639,A359,ZUUU,KTPA,135429.84,141360,98.8,0,0,0,0,,,,,,,,,
IBE396,A333,EGPH,MMCS,140500.56,141400.02,15,0,0,0,0,,,,,,,,,
UAE207,B789,OTHH,KLGA,130795.26,141412.92,177,0,0,0,0,,,,,,,,,
SWR332,B772,LFPO,MTPP,130522.44,141424.14,181.7,1,0,0,0,,,,,,,,,
UAE29,A346,VECC,MTPP,130922.22,141518.28,176.6,0,0,0,0,,,,,,,,,
LOT474,B763,EGKK,MMCS,130190.46,141529.74,189,0,0,0,0,,,,,,,,,
TAP142,B789,EGBB,CYQX,130273.5,141536.94,187.7,1,0,0,0,,,,,,,,,
SWR38,B772,EGSS,KBNA,140131.62,141603.18,24.5,1,1,0,0,,,,,,,,,
UAE325,B77W,RKSS,MDPC,130669.38,141623.82,182.6,0,0,0,0,,,,,,,,,
ETD872,B788,LTFJ,TBPB,130772.94,141649.98,181.3,1,0,0,0,,,,,,,,,
BAW545,B772,UUEE,KFLL,139959.9,141649.98,28.2,0,1,0,0,,,,,,,,,
DAL941,A35K,EGBB,KBDL,139783.98,141721.92,32.3,10,2,0,0,,,,,,,,,
ETD843,B77W,EGBB,MMAS,139730.94,141721.92,33.2,10,2,0,0,,,,,,,,,
EIN331,B772,LEPA,KBDL,131173.02,141754.74,176.4,0,0,0,0,,,,,,,,,
AAL890,B772,EGKK,MMCL,131028.3,141800.58,179.5,67,0,0,0,,,,,,,,,
IBE595,B788,OMDB,KROC,130170.96,141885.48,195.2,0,0,0,0,,,,,,,,,
BAW547,B748,EDDH,KTPA,132251.64,141905.7,160.9,0,0,0,0,,,,,,,,,
THY109,A35K,WMKK,MMZP,131385,141912.48,175.5,11,0,0,0,,,,,,,,,
ETD659,B744,ZGGG,KTPA,131812.68,142015.8,170.1,0,0,0,0,,,,,,,,,
AAL62,A359,LSZH,MDPC,131447.64,142137.42,178.2,0,0,0,0,,,,,,,,,
SAS650,B772,VTBS,KPHL,131341.38,142222.38,181.4,1,0,0,0,,,,,,,,,
DLH211,B763,LFPG,MKJS,130480.62,142228.86,195.8,0,0,0,0,,,,,,,,,
KLM42,B772,LFLL,KDCA,131256.42,142327.92,184.5,19,0,0,0,,,,,,,,,
SWR337,B789,LFPO,KBDL,135870.24,142422.18,109.2,76,1,0,0,,,,,,,,,
KLM844,B77W,LEBL,KBWI,135177.24,142422.18,120.7,2,1,0,0,,,,,,,,,
KLM51,B788,WSSS,MKJS,131857.62,142454.88,176.6,41,0,0,0,,,,,,,,,
SWR11,B772,ZSPD,TBPB,131193.66,142507.02,188.6,0,0,0,0,,,,,,,,,
SWR345,B77W,OERK,KCLT,131790.42,142540.14,179.2,93,0,0,0,,,,,,,,,
UAE62,B764,LEPA,KBWI,131046.06,142553.76,191.8,0,0,0,0,,,,,,,,,
SWR689,B772,LTFJ,KMCO,131688.48,142565.94,181.3,17,0,0,0,,,,,,,,,
ETD493,B789,WSSS,KDCA,133389.24,142593,153.4,0,0,0,0,,,,,,,,,
EIN917,B77W,WMKK,KIAD,132404.04,142605.12,170,106,0,0,0,,,,,,,,,
THY781,B77W,EHAM,KBDL,132763.86,142605.12,164,0,0,1,0,,,,,,,,,
THY434,A333,LTFJ,KJAX,131727.6,142606.92,181.3,0,0,0,0,,,,,,,,,
DLH527,A388,LSGG,KALB,132339.78,142645.38,171.8,0,0,0,0,,,,,,,,,
DAL641,B772,RKSS,CYQX,131661.36,142652.76,183.2,13,0,0,0,,,,,,,,,
DAL883,A388,EDDL,MMAS,132118.14,142659.3,175.7,0,0,0,0,,,,,,,,,
SAS30,A388,LFPG,TTPP,132495.66,142693.08,170,0,0,0,0,,,,,,,,,
EIN955,B748,EGSS,CYQX,132809.58,142744.74,165.6,0,0,0,0,,,,,,,,,
EIN629,A333,RKSS,MMGL,131619.24,142789.86,186.2,0,0,0,0,,,,,,,,,
AAL119,A333,WIII,CYQX,131469.06,142803.78,188.9,12,0,0,0,,,,,,,,,
SAS795,B772,UUEE,MMGL,132141.54,142803.84,177.7,0,0,0,0,,,,,,,,,
TSC589,B789,LIPZ,CYYR,132209.88,142889.52,178,0,0,0,0,,,,,,,,,
EIN535,B748,OERK,KJAX,132628.98,142908.3,171.3,0,0,0,0,,,,,,,,,
AAL929,A339,VABB,KMIA,131921.52,142921.26,183.3,0,0,0,0,,,,,,,,,
AAL188,A359,WSSS,MMTJ,136022.28,142982.7,116,52,1,0,0,,,,,,,,,
ETD384,A35K,VHHH,MMGL,136082.88,142982.7,115,3,1,0,0,,,,,,,,,
UAL863,B789,VOBL,KMIA,132582.54,143003.28,173.7,8,0,0,0,,,,,,,,,
TSC422,A332,RJAA,KDCA,131511.96,143003.28,191.5,0,0,0,0,,,,,,,,,
THY644,A339,ULLI,KCHS,132096.72,143041.38,182.4,502,0,0,0,,,,,,,,,
SWR7,A332,RJTT,MTPP,132562.02,143081.52,175.3,0,0,0,0,,,,,,,,,
IBE578,B772,EGBB,TBPB,132449.88,143094.48,177.4,8,0,0,0,,,,,,,,,
AFR702,B789,RJBB,CYQX,134374.32,143106.66,145.5,0,0,2,0,,,,,,,,,
IBE571,B789,RKSS,MMCS,134044.8,143126.34,151.4,0,0,1,0,,,,,,,,,
AAL821,B763,LSGG,KCHS,131087.04,143139.24,200.9,0,0,0,0,,,,,,,,,
UAE292,A333,EHAM,KLGA,132383.82,143216.94,180.6,0,0,0,0,,,,,,,,,
UAL97,B763,LSGG,KROC,132073.5,143283.84,186.8,0,0,0,0,,,,,,,,,
EIN398,A339,LEBL,TTPP,132184.62,143290.38,185.1,0,0,0,0,,,,,,,,,
IBE556,A35K,LEPA,KTPA,132537.66,143303.46,179.4,0,0,0,0,,,,,,,,,
UAE883,B748,LEPA,MMCL,132992.52,143377.44,173.1,0,0,0,0,,,,,,,,,
DLH992,B77W,WIII,TBPB,139610.7,143417.64,63.4,0,0,0,0,,,,,,,,,
ETD212,B77W,VIDP,KBNA,139395.84,143430.66,67.2,0,1,0,0,,,,,,,,,
DLH436,B772,ZUUU,MKJP,132359.34,143455.92,184.9,0,0,0,0,,,,,,,,,
UAL430,A333,LEPA,MKJS,132314.82,143633.34,188.6,0,0,0,0,,,,,,,,,
SAS994,B788,ULLI,KALB,132650.7,143750.94,185,0,0,0,0,,,,,,,,,
DAL905,B772,VOBL,MMMX,133111.86,143770.44,177.6,0,0,0,0,,,,,,,,,
LOT51,B772,EDDB,KROC,132786.48,143770.44,183.1,0,0,0,0,,,,,,,,,
AAL500,B748,LEBL,MDSD,133727.28,143817.12,168.2,0,0,0,0,,,,,,,,,
DLH354,A359,LFPO,KBUF,133486.02,143895.6,173.5,0,0,0,0,,,,,,,,,
UAE312,B77W,RJTT,KJAX,133412.64,143902.2,174.8,1,0,0,0,,,,,,,,,
ETD713,A339,VABB,MKJS,140192.1,143982.42,63.2,0,0,0,0,,,,,,,,,
VIR329,A333,OMAA,KSYR,132719.04,144020.82,188.4,0,0,0,0,,,,,,,,,
EIN986,B763,ZUUU,KALB,132923.58,144107.4,186.4,0,0,0,0,,,,,,,,,
LOT293,B763,EGCC,MDPC,132516.24,144141.06,193.7,0,0,0,0,,,,,,,,,
SAS366,B764,UUDD,KPBI,134716.56,144268.62,159.2,0,0,1,0,,,,,,,,,
EIN158,A333,EDDF,KBUF,133061.64,144273.48,186.9,0,0,0,0,,,,,,,,,
ETD85,B763,EBBR,MYNN,135260.52,144287.22,150.4,0,0,1,0,,,,,,,,,
AAL257,B78X,LIRF,MMUN,133653.6,144333,178,0,0,0,0,,,,,,,,,
SAS539,A333,EGSS,KMSY,133342.68,144340.5,183.3,0,0,0,0,,,,,,,,,
EIN139,B748,RJAA,KDCA,134322.96,144419.64,168.3,0,0,0,0,,,,,,,,,
DAL482,B772,LFLL,MMAS,133628.58,144460.5,180.5,0,0,0,0,,,,,,,,,
UAL499,A332,RJTT,CYYT,136208.04,144493.02,138.1,9,0,0,0,,,,,,,,,
SAS944,A332,VOMM,MTPP,135929.88,144505.98,142.9,1,1,0,0,,,,,,,,,
TAP390,A339,UUDD,MMPR,142735.02,144524.82,29.8,0,0,0,0,,,,,,,,,
BAW239,B789,VIDP,MMTJ,138104.88,144537.78,107.2,2,0,0,0,,,,,,,,,
UAE692,A388,EBBR,KPHL,134222.22,144544.38,172,12,0,0,0,,,,,,,,,
TAP303,B789,VOMM,KPBI,136430.58,144544.38,135.2,4,2,0,0,,,,,,,,,
BAW527,B789,WMKK,MMCS,136114.44,144564.78,140.8,0,1,0,0,,,,,,,,,
LOT862,B77W,LIPZ,MMMY,134072.88,144681.12,176.8,0,0,0,0,,,,,,,,,
UAL100,B78X,LFPO,MMCL,133920.78,144787.08,181.1,0,0,0,0,,,,,,,,,
DLH958,B789,LSZH,KATL,133825.44,144804.66,183,0,0,0,0,,,,,,,,,
TAP968,A35K,EGKK,KMSY,134451.96,144838.14,173.1,0,0,0,0,,,,,,,,,
DLH650,B772,LFPG,KSYR,134103.6,144884.64,179.7,0,0,0,0,,,,,,,,,
LOT210,B77L,EDDF,KMSY,141809.88,144904.26,51.6,0,0,0,0,,,,,,,,,
ETD101,B77W,LIMC,TTPP,141678.9,144922.86,54.1,0,0,1,0,,,,,,,,,
THY431,B763,RKSI,TJSJ,133202.28,145002.96,196.7,0,0,0,0,,,,,,,,,
THY49,B788,VECC,MMUN,134585.76,145061.88,174.6,0,0,0,0,,,,,,,,,
TAP305,B78X,EGLL,MUHA,139205.22,145088.28,98.1,0,0,0,0,,,,,,,,,
UAL840,B77W,LEBL,MDSD,134740.74,145121.94,173,0,0,0,0,,,,,,,,,
UAL796,B789,OTHH,KATL,133461.9,145181.88,195.3,1,0,0,0,,,,,,,,,
VIR884,A333,EHAM,TJSJ,133319.22,145266.6,199.1,0,0,0,0,,,,,,,,,
KLM443,B772,LTFJ,CYYR,134271.54,145425.48,185.9,0,0,0,0,,,,,,,,,
DAL642,A359,LEPA,KMCO,143228.7,145438.56,36.8,5,2,0,0,,,,,,,,,
EIN535,B772,UUDD,MYNN,144967.5,145438.56,7.9,1,2,0,0,,,,,,,,,
TAP909,B744,RKSS,KCLT,134794.14,145482.54,178.1,0,0,0,0,,,,,,,,,
UAL583,B789,EDDF,MTPP,143180.04,145482.54,38.4,0,1,0,0,,,,,,,,,
LOT755,B788,LSGG,KCLT,142880.28,145496.58,43.6,0,0,0,0,,,,,,,,,
TAP599,A332,EGKK,MMTJ,142689.36,145509.54,47,0,0,1,0,,,,,,,,,
UAL850,B788,RJAA,KDCA,138533.64,145517.04,116.4,0,0,0,0,,,,,,,,,
DAL286,B788,EDDM,KBNA,137512.08,145537.62,133.8,2,1,0,0,,,,,,,,,
IBE766,B77L,LIMC,MMMY,135009.54,145577.76,176.1,0,0,0,0,,,,,,,,,
LOT908,B744,OMAA,MMTJ,134822.04,145639.62,180.3,0,0,0,0,,,,,,,,,
UAL419,A388,ZBAA,KJFK,136728.42,145646.16,148.6,0,0,0,0,,,,,,,,,
SAS580,A388,UUDD,KJFK,135845.16,145646.16,163.4,0,0,0,0,,,,,,,,,
TAP810,B789,EGBB,TJSJ,134902.38,145705.2,180,0,0,0,0,,,,,,,,,
SWR142,B77W,WMKK,MMMX,135037.74,145732.2,178.2,0,0,0,0,,,,,,,,,
SWR536,B788,EDDH,KATL,134350.02,145969.5,193.7,0,0,0,0,,,,,,,,,
SAS639,B772,OERK,TTPP,138671.76,145994.76,122.1,0,1,0,0,,,,,,,,,
LOT132,A333,EDDH,CYQX,135374.16,146014.32,177.3,0,0,0,0,,,,,,,,,
THY511,B772,EGBB,MMZP,135289.44,146027.46,179,2,0,0,0,,,,,,,,,
VIR4,A332,VECC,KJFK,140564.7,146027.46,91,2,2,0,0,,,,,,,,,
TSC166,A332,RJBB,MKJS,140837.58,146027.46,86.5,1,2,0,0,,,,,,,,,
UAE398,B772,UUDD,KBUF,135721.74,146041.62,172,1,0,0,0,,,,,,,,,
VIR264,B77W,EGSS,MMZP,135547.32,146239.56,178.2,0,0,0,0,,,,,,,,,
LOT351,B772,WMKK,MMGL,145058.16,146286.24,20.5,0,1,0,0,,,,,,,,,
EIN730,B788,ZUUU,MMUN,134767.02,146345.04,193,0,0,0,0,,,,,,,,,
UAL997,B748,EDDH,CYQX,135811.44,146371.02,176,0,0,0,0,,,,,,,,,
UAL989,B788,LTFM,MUHA,139144.5,146510.88,122.8,0,0,0,0,,,,,,,,,
BAW469,A332,ULLI,MMUN,138721.26,146510.88,129.8,1,0,0,0,,,,,,,,,
UAL324,B788,WSSS,CYYT,134558.46,146550.06,199.9,0,0,1,0,,,,,,,,,
TAP501,A339,VOMM,KJFK,135635.16,146742.6,185.1,0,0,0,0,,,,,,,,,
UAE337,A333,RJAA,KJAX,135663.06,146769.78,185.1,0,0,0,0,,,,,,,,,
TAP890,B763,OTHH,KSYR,134956.44,146816.94,197.7,0,0,0,0,,,,,,,,,
TSC298,A339,ZSPD,KCLT,135912.06,146904.48,183.2,0,0,0,0,,,,,,,,,
UAL386,B748,VOBL,MMMX,136628.58,146994,172.8,0,0,0,0,,,,,,,,,
DAL922,B788,WIII,CYYR,135761.16,147092.82,188.9,0,0,0,0,,,,,,,,,
VIR701,A339,OMAA,KDCA,136176.48,147158.94,183,0,0,0,0,,,,,,,,,
VIR983,A388,EHAM,TJSJ,137038.32,147164.52,168.8,0,0,0,0,,,,,,,,,
BAW722,B748,LTFM,KLGA,137361.84,147171.12,163.5,0,0,0,0,,,,,,,,,
KLM731,B789,LTFM,KJFK,136598.64,147191.7,176.6,0,0,0,0,,,,,,,,,
ETD154,B77W,LEPA,KMCO,137144.64,147308.34,169.4,0,0,0,0,,,,,,,,,
KLM832,B748,EDDB,MTPP,137786.22,147524.4,162.3,0,0,0,0,,,,,,,,,
TSC629,B77L,OERK,KMIA,135992.46,147524.4,192.2,0,0,0,0,,,,,,,,,
TAP811,B77W,LSZH,MTPP,137400,147556.98,169.3,1,0,0,0,,,,,,,,,
DAL315,A332,EDDH,TJSJ,136339.14,147622.2,188.1,0,0,0,0,,,,,,,,,
EIN925,B772,LTFM,KJFK,136466.22,147654.78,186.5,0,0,0,0,,,,,,,,,
UAL979,B772,OMDB,KBUF,136239.6,147773.28,192.2,6,0,0,0,,,,,,,,,
VIR636,B77L,RJBB,KATL,141295.8,147897.3,110,0,0,1,0,,,,,,,,,
SAS512,B789,LTFM,MMPR,141853.62,147897.36,100.7,1,0,1,0,,,,,,,,,
ETD716,B77W,EBBR,MUHA,137181,147929.16,179.1,0,0,0,0,,,,,,,,,
BAW516,B763,LIRF,KBDL,136968.48,147929.16,182.7,0,0,0,0,,,,,,,,,
KLM947,A333,ZUUU,CYYT,136563.36,147956.94,189.9,51,0,0,0,,,,,,,,,
VIR630,A332,LFLL,MMPR,136669.56,147982.32,188.5,8,0,0,0,,,,,,,,,
THY28,A346,UUDD,KMCO,137216.28,148160.28,182.4,0,0,0,0,,,,,,,,,
VIR859,B77W,ZGGG,KIAD,136694.7,148276.98,193,1,0,0,0,,,,,,,,,
KLM96,B77W,ULLI,MMCL,137701.5,148335.66,177.2,1,0,0,0,,,,,,,,,
SWR908,B788,LFPO,KCHS,137014.08,148368.54,189.2,0,0,0,0,,,,,,,,,
TSC430,B789,RJBB,MDSD,136865.16,148534.62,194.5,0,0,0,0,,,,,,,,,
IBE29,B744,LIRF,KMCO,138235.56,148579.08,172.4,1,0,0,0,,,,,,,,,
DAL396,A359,EGPH,MMTJ,138316.56,148611,171.6,0,0,0,0,,,,,,,,,
BAW575,B789,OERK,MUHA,137625.9,148644.6,183.6,9,0,0,0,,,,,,,,,
IBE22,B788,VHHH,MMCS,137289.9,148659.54,189.5,0,0,0,0,,,,,,,,,
KLM246,B77W,LIMC,MMMX,138272.94,148659.54,173.1,1,0,0,0,,,,,,,,,
IBE139,B764,LSGG,MMMY,137449.68,148777.26,188.8,5,0,0,0,,,,,,,,,
UAL687,A333,ZUUU,MMAS,137551.92,148857.36,188.4,0,0,0,0,,,,,,,,,
UAL41,B744,VIDP,MMGL,137861.1,148916.46,184.3,1,0,0,0,,,,,,,,,
VIR213,B77W,LIRF,KALB,138029.88,149058.36,183.8,13,0,0,0,,,,,,,,,
TAP102,B788,LTFJ,MMCL,137329.98,149144.28,196.9,1,0,0,0,,,,,,,,,
AFR72,B772,RJAA,KPBI,138197.34,149287.86,184.8,0,0,0,0,,,,,,,,,
BAW237,B772,LFLL,KTPA,138491.64,149372.4,181.3,0,0,0,0,,,,,,,,,
EIN546,B789,LFPO,CYYR,137740.62,149432.1,194.9,44,0,0,0,,,,,,,,,
EIN666,A359,EGPH,TBPB,139241.76,149627.04,173.1,0,0,0,0,,,,,,,,,
THY622,A339,ZGGG,KJFK,138806.16,149633.64,180.5,0,0,0,0,,,,,,,,,
IBE174,B789,LEBL,CYQX,139502.7,149640.12,169,0,0,0,0,,,,,,,,,
SWR582,B788,ZSPD,KTPA,138584.88,149680.26,184.9,0,0,0,0,,,,,,,,,
UAE705,B763,ZBAA,KBNA,138623.22,149732.4,185.2,0,0,0,0,,,,,,,,,
VIR903,B748,LFPO,KTPA,139838.94,149923.26,168.1,0,0,0,0,,,,,,,,,
UAL281,A35K,EBBR,MTPP,138443.46,150100.98,194.3,0,0,0,0,,,,,,,,,
SAS407,B764,OERK,KMCO,139094.34,150206.34,185.2,0,0,0,0,,,,,,,,,
DLH30,A343,VIDP,KMIA,139560.36,150279.84,178.7,1,0,0,0,,,,,,,,,
UAE675,B772,WSSS,MMMX,138996.3,150364.68,189.5,0,0,0,0,,,,,,,,,
AAL10,A333,LSZH,MYNN,139452.48,150666.72,186.9,0,0,0,0,,,,,,,,,
AFR482,B788,LSGG,KCLT,139360.32,150673.2,188.5,0,0,0,0,,,,,,,,,
IBE813,B78X,LFPG,KCHS,139292.94,151060.68,196.1,0,0,0,0,,,,,,,,,
BAW387,A332,EDDB,KJFK,140026.08,151111.2,184.8,0,0,0,0,,,,,,,,,
UAE972,A359,VABB,KIAD,140379.48,151145.64,179.4,0,0,0,0,,,,,,,,,
SWR862,B77W,EHAM,MTPP,140244.24,151171.14,182.1,0,0,0,0,,,,,,,,,
THY670,B77L,EHAM,MMMY,141119.82,151229.94,168.5,0,0,0,0,,,,,,,,,
ETD317,B77L,LFLL,KCLT,140071.32,151295.76,187.1,0,0,0,0,,,,,,,,,
TAP732,A333,LFPO,KMSY,140430.78,151313.4,181.4,0,0,0,0,,,,,,,,,
UAE882,B77W,EGPH,MMMY,141046.14,151321.14,171.3,0,0,0,0,,,,,,,,,
EIN891,A359,LSZH,KFLL,140628.78,151464.3,180.6,0,0,0,0,,,,,,,,,
LOT446,B788,LFPO,MTPP,139663.86,151523.28,197.7,0,0,0,0,,,,,,,,,
IBE699,A333,EDDL,MMAS,140928.78,151609.14,178,0,0,0,0,,,,,,,,,
DAL754,B763,OEJN,KJFK,140306.7,151635.24,188.8,0,0,0,0,,,,,,,,,
ETD482,A359,LSGG,KPBI,141426.84,151720.14,171.6,0,0,0,0,,,,,,,,,
EIN692,A339,ZSPD,KALB,140972.58,151923.9,182.5,0,0,0,0,,,,,,,,,
TSC336,A346,VOBL,KBNA,141526.62,152022.06,174.9,0,0,0,0,,,,,,,,,
AFR923,B788,OERK,KJFK,139918.08,152036.1,202,0,0,0,0,,,,,,,,,
SWR832,B789,EGKK,KBUF,141378.6,152075.34,178.3,0,0,0,0,,,,,,,,,
DAL31,B77W,EGLL,KSYR,142310.28,152369.4,167.7,0,0,0,0,,,,,,,,,
EIN946,B789,LIMC,KJFK,141589.08,152474.94,181.4,1,0,0,0,,,,,,,,,
AFR644,A333,VOMM,CYYT,141984.96,152487.78,175,0,0,0,0,,,,,,,,,
ETD894,B772,WMKK,TTPP,141196.02,152718.48,192,0,0,0,0,,,,,,,,,
TAP584,B77W,LEPA,TBPB,142412.82,152884.2,174.5,0,0,0,0,,,,,,,,,
TSC449,B788,VHHH,KBDL,144637.68,152977.26,139,0,0,0,0,,,,,,,,,
UAE383,A333,LFMN,CYYT,145451.76,152977.26,125.4,0,0,0,0,,,,,,,,,
AFR243,B772,EHAM,KBDL,142137.36,153017.52,181.3,0,0,0,0,,,,,,,,,
VIR100,B788,ZUUU,MDSD,142026,153209.88,186.4,0,0,0,0,,,,,,,,,
AFR476,A35K,LSGG,KCLT,142513.62,153437.28,182.1,0,0,0,0,,,,,,,,,
IBE327,A333,OERK,KSYR,142251.42,153829.92,193,0,0,0,0,,,,,,,,,
UAL137,A343,EGKK,KJFK,143707.08,154065.78,172.6,0,0,0,0,,,,,,,,,
AFR405,A388,LTFJ,KROC,144165.24,154178.46,166.9,0,0,0,0,,,,,,,,,
BAW491,B752,EGSS,KROC,142993.08,154199.04,186.8,0,0,0,0,,,,,,,,,
LOT952,A359,RJAA,TBPB,143425.08,154382.46,182.6,0,0,0,0,,,,,,,,,
VIR952,A333,WIII,KATL,143325.9,154971.06,194.1,0,0,0,0,,,,,,,,,
AAL915,B77W,EGKK,MMUN,143852.7,155102.58,187.5,0,0,0,0,,,,,,,,,
KLM379,B763,VOMM,MMZP,143583.84,155194.86,193.5,0,0,0,0,,,,,,,,,
AAL269,A332,EDDF,KBNA,144001.2,155379.6,189.6,0,0,0,0,,,,,,,,,
TSC549,B789,ULLI,KPHL,144797.22,155695.74,181.6,0,0,0,0,,,,,,,,,
UAL233,A333,LEMD,KDCA,144567.6,155787.6,187,0,0,0,0,,,,,,,,,
THY844,B77L,RKSS,MMCS,145527.3,155925.96,173.3,0,0,0,0,,,,,,,,,
LOT147,B77W,RKSI,KROC,145781.82,156547.26,179.4,0,0,0,0,,,,,,,,,
UAL444,B77W,RJAA,MMUN,146384.1,157310.58,182.1,0,0,0,0,,,,,,,,,
TSC261,B78X,EDDF,MMCS,146262.96,157443.3,186.3,0,0,0,0,,,,,,,,,
IBE88,A35K,WIII,CYQX,147080.7,158136.84,184.3,3,0,0,0,,,,,,,,,
UAE135,B77W,OMAA,KBWI,146976.3,158241.66,187.8,2,0,0,0,,,,,,,,,
DLH172,A333,OERK,MMGL,148411.44,159571.86,186,3,0,0,0,,,,,,,,,
DLH83,B788,EGBB,KMIA,148660.5,159579.3,182,1,0,0,0,,,,,,,,,
DLH75,B772,EGSS,KBUF,148443.96,159756.72,188.5,8,0,0,0,,,,,,,,,
BAW635,B748,KMCO,UTSB,153996.84,164390.34,173.2,0,0,0,0,,,,,,,,,
TSC90,B764,MMMY,OTHH,152889.84,164448.3,192.6,0,0,0,0,,,,,,,,,
SWR3,B772,MMCL,EDDH,154021.02,164667.12,177.4,0,0,0,0,,,,,,,,,
KLM123,A332,CYUL,DTTA,153672.3,164829.3,186,0,0,0,0,,,,,,,,,
DAL64,B77W,KMHT,UKBB,154745.76,165025.02,171.3,0,0,0,0,,,,,,,,,
BAW631,B744,KBTV,UAII,155163.24,165174.9,166.9,0,0,0,0,,,,,,,,,
IBE766,A343,KSEA,VOMM,154468.92,165181.5,178.5,0,0,0,0,,,,,,,,,
SWR615,A332,CYFB,DAAG,154438.38,165630.9,186.5,0,0,0,0,,,,,,,,,
AAL771,A359,CYMX,OEAB,154304.7,165630.96,188.8,0,0,1,0,,,,,,,,,
VIR975,B789,CYYR,DIAP,154661.7,165706.38,184.1,0,0,0,0,,,,,,,,,
AFR125,B77L,KSYR,GVAC,155395.5,165745.5,172.5,0,1,1,0,,,,,,,,,
